Wed Apr 14 2021,San Antonio Spurs,112,Toronto Raptors,117
Wed Apr 14 2021,Orlando Magic,115,Chicago Bulls,106
Wed Apr 14 2021,Los Angeles Clippers,100,Detroit Pistons,98
Wed Apr 14 2021,New York Knicks,116,New Orleans Pelicans,106
Wed Apr 14 2021,Indiana Pacers,132,Houston Rockets,124
Wed Apr 14 2021,Golden State Warriors,147,Oklahoma City Thunder,109
Wed Apr 14 2021,Dallas Mavericks,114,Memphis Grizzlies,113
Wed Apr 14 2021,Miami Heat,106,Denver Nuggets,123
Wed Apr 14 2021,Washington Wizards,123,Sacramento Kings,111
Thu Apr 15 2021,Milwaukee Bucks,120,Atlanta Hawks,109
Thu Apr 15 2021,Golden State Warriors,119,Cleveland Cavaliers,101
Thu Apr 15 2021,Boston Celtics,121,Los Angeles Lakers,113
Thu Apr 15 2021,Sacramento Kings,114,Phoenix Suns,122
Fri Apr 16 2021,Indiana Pacers,111,Utah Jazz,119
Fri Apr 16 2021,Oklahoma City Thunder,104,Detroit Pistons,110
Fri Apr 16 2021,Los Angeles Clippers,103,Philadelphia 76ers,106
Fri Apr 16 2021,New Orleans Pelicans,115,Washington Wizards,117
Fri Apr 16 2021,Charlotte Hornets,115,Brooklyn Nets,130
Fri Apr 16 2021,Orlando Magic,102,Toronto Raptors,113
Fri Apr 16 2021,Memphis Grizzlies,126,Chicago Bulls,115
Fri Apr 16 2021,Denver Nuggets,128,Houston Rockets,99
Fri Apr 16 2021,Miami Heat,111,Minnesota Timberwolves,119
Fri Apr 16 2021,Portland Trail Blazers,107,San Antonio Spurs,106
Fri Apr 16 2021,New York Knicks,117,Dallas Mavericks,109
Sat Apr 17 2021,Utah Jazz,115,Los Angeles Lakers,127
Sat Apr 17 2021,Cleveland Cavaliers,96,Chicago Bulls,106
Sat Apr 17 2021,Detroit Pistons,100,Washington Wizards,121
Sat Apr 17 2021,Golden State Warriors,114,Boston Celtics,119
Sat Apr 17 2021,Memphis Grizzlies,128,Milwaukee Bucks,115
Sat Apr 17 2021,San Antonio Spurs,111,Phoenix Suns,85
Sun Apr 18 2021,Indiana Pacers,117,Atlanta Hawks,129
Sun Apr 18 2021,New Orleans Pelicans,112,New York Knicks,122
Sun Apr 18 2021,Brooklyn Nets,107,Miami Heat,109
Sun Apr 18 2021,Portland Trail Blazers,101,Charlotte Hornets,109
Sun Apr 18 2021,Houston Rockets,114,Orlando Magic,110
Sun Apr 18 2021,Oklahoma City Thunder,106,Toronto Raptors,112
Sun Apr 18 2021,Sacramento Kings,121,Dallas Mavericks,107
Sun Apr 18 2021,Minnesota Timberwolves,105,Los Angeles Clippers,124
Mon Apr 19 2021,Cleveland Cavaliers,105,Detroit Pistons,109
Mon Apr 19 2021,Chicago Bulls,102,Boston Celtics,96
Mon Apr 19 2021,Golden State Warriors,107,Philadelphia 76ers,96
Mon Apr 19 2021,San Antonio Spurs,109,Indiana Pacers,94
Mon Apr 19 2021,Houston Rockets,91,Miami Heat,113
Mon Apr 19 2021,Phoenix Suns,128,Milwaukee Bucks,127
Mon Apr 19 2021,Oklahoma City Thunder,107,Washington Wizards,119
Mon Apr 19 2021,Memphis Grizzlies,137,Denver Nuggets,139
Mon Apr 19 2021,Utah Jazz,111,Los Angeles Lakers,97
Tue Apr 20 2021,Orlando Magic,96,Atlanta Hawks,112
Tue Apr 20 2021,Brooklyn Nets,134,New Orleans Pelicans,129
Tue Apr 20 2021,Charlotte Hornets,97,New York Knicks,109
Tue Apr 20 2021,Los Angeles Clippers,113,Portland Trail Blazers,112
Tue Apr 20 2021,Minnesota Timberwolves,134,Sacramento Kings,120
Wed Apr 21 2021,Chicago Bulls,105,Cleveland Cavaliers,121
Wed Apr 21 2021,Oklahoma City Thunder,116,Indiana Pacers,122
Wed Apr 21 2021,Phoenix Suns,116,Philadelphia 76ers,113
Wed Apr 21 2021,Brooklyn Nets,103,Toronto Raptors,114
Wed Apr 21 2021,Golden State Warriors,114,Washington Wizards,118
Wed Apr 21 2021,Utah Jazz,112,Houston Rockets,89
Wed Apr 21 2021,Atlanta Hawks,127,New York Knicks,137
Wed Apr 21 2021,Detroit Pistons,117,Dallas Mavericks,127
Wed Apr 21 2021,Miami Heat,107,San Antonio Spurs,87
Wed Apr 21 2021,Memphis Grizzlies,105,Los Angeles Clippers,117
Wed Apr 21 2021,Denver Nuggets,106,Portland Trail Blazers,105
Wed Apr 21 2021,Minnesota Timberwolves,125,Sacramento Kings,128
Thu Apr 22 2021,Phoenix Suns,86,Boston Celtics,99
Thu Apr 22 2021,Philadelphia 76ers,117,Milwaukee Bucks,124
Thu Apr 22 2021,New Orleans Pelicans,135,Orlando Magic,100
Thu Apr 22 2021,Detroit Pistons,91,San Antonio Spurs,106
Thu Apr 22 2021,Charlotte Hornets,91,Chicago Bulls,108
Thu Apr 22 2021,Los Angeles Lakers,110,Dallas Mavericks,115
Fri Apr 23 2021,Miami Heat,103,Atlanta Hawks,118
Fri Apr 23 2021,Boston Celtics,104,Brooklyn Nets,109
Fri Apr 23 2021,Cleveland Cavaliers,102,Charlotte Hornets,108
Fri Apr 23 2021,Los Angeles Clippers,109,Houston Rockets,104
Fri Apr 23 2021,Washington Wizards,129,Oklahoma City Thunder,109
Fri Apr 23 2021,Denver Nuggets,97,Golden State Warriors,118
Fri Apr 23 2021,Memphis Grizzlies,130,Portland Trail Blazers,128
Sat Apr 24 2021,Toronto Raptors,103,New York Knicks,120
Sat Apr 24 2021,Philadelphia 76ers,94,Milwaukee Bucks,132
Sat Apr 24 2021,Detroit Pistons,109,Indiana Pacers,115
Sat Apr 24 2021,Chicago Bulls,101,Miami Heat,106
Sat Apr 24 2021,San Antonio Spurs,110,New Orleans Pelicans,108
Sat Apr 24 2021,Los Angeles Lakers,93,Dallas Mavericks,108
Sat Apr 24 2021,Minnesota Timberwolves,101,Utah Jazz,96
Sat Apr 24 2021,Houston Rockets,116,Denver Nuggets,129
Sun Apr 25 2021,Boston Celtics,104,Charlotte Hornets,125
Sun Apr 25 2021,Phoenix Suns,119,Brooklyn Nets,128
Sun Apr 25 2021,Memphis Grizzlies,120,Portland Trail Blazers,113
Sun Apr 25 2021,Cleveland Cavaliers,110,Washington Wizards,119
Sun Apr 25 2021,Milwaukee Bucks,104,Atlanta Hawks,111
Sun Apr 25 2021,Indiana Pacers,131,Orlando Magic,112
Sun Apr 25 2021,Sacramento Kings,113,Golden State Warriors,117
Mon Apr 26 2021,Atlanta Hawks,86,Detroit Pistons,100
Mon Apr 26 2021,Los Angeles Lakers,114,Orlando Magic,103
Mon Apr 26 2021,Oklahoma City Thunder,90,Philadelphia 76ers,121
Mon Apr 26 2021,San Antonio Spurs,146,Washington Wizards,143
Mon Apr 26 2021,Phoenix Suns,118,New York Knicks,110
Mon Apr 26 2021,Cleveland Cavaliers,96,Toronto Raptors,112
Mon Apr 26 2021,Chicago Bulls,110,Miami Heat,102
Mon Apr 26 2021,Utah Jazz,104,Minnesota Timberwolves,105
Mon Apr 26 2021,Los Angeles Clippers,103,New Orleans Pelicans,120
Mon Apr 26 2021,Memphis Grizzlies,96,Denver Nuggets,120
Mon Apr 26 2021,Dallas Mavericks,106,Sacramento Kings,113
Tue Apr 27 2021,Oklahoma City Thunder,119,Boston Celtics,115
Tue Apr 27 2021,Milwaukee Bucks,114,Charlotte Hornets,104
Tue Apr 27 2021,Portland Trail Blazers,133,Indiana Pacers,112
Tue Apr 27 2021,Brooklyn Nets,116,Toronto Raptors,103
Tue Apr 27 2021,Minnesota Timberwolves,114,Houston Rockets,107
Tue Apr 27 2021,Dallas Mavericks,133,Golden State Warriors,103
Wed Apr 28 2021,Orlando Magic,109,Cleveland Cavaliers,104
Wed Apr 28 2021,Atlanta Hawks,83,Philadelphia 76ers,127
Wed Apr 28 2021,Charlotte Hornets,111,Boston Celtics,120
Wed Apr 28 2021,Chicago Bulls,94,New York Knicks,113
Wed Apr 28 2021,Los Angeles Lakers,107,Washington Wizards,116
Wed Apr 28 2021,San Antonio Spurs,111,Miami Heat,116
Wed Apr 28 2021,New Orleans Pelicans,112,Denver Nuggets,114
Wed Apr 28 2021,Portland Trail Blazers,130,Memphis Grizzlies,109
Wed Apr 28 2021,Los Angeles Clippers,101,Phoenix Suns,109
Wed Apr 28 2021,Utah Jazz,154,Sacramento Kings,105
Thu Apr 29 2021,Dallas Mavericks,115,Detroit Pistons,105
Thu Apr 29 2021,Brooklyn Nets,130,Indiana Pacers,113
Thu Apr 29 2021,Milwaukee Bucks,136,Houston Rockets,143
Thu Apr 29 2021,Golden State Warriors,114,Minnesota Timberwolves,126
Thu Apr 29 2021,Toronto Raptors,111,Denver Nuggets,121
Thu Apr 29 2021,New Orleans Pelicans,109,Oklahoma City Thunder,95
Fri Apr 30 2021,Atlanta Hawks,104,Philadelphia 76ers,126
Fri Apr 30 2021,San Antonio Spurs,140,Boston Celtics,143
Fri Apr 30 2021,Washington Wizards,122,Cleveland Cavaliers,93
Fri Apr 30 2021,Portland Trail Blazers,128,Brooklyn Nets,109
Fri Apr 30 2021,Orlando Magic,75,Memphis Grizzlies,92
Fri Apr 30 2021,Milwaukee Bucks,108,Chicago Bulls,98
Fri Apr 30 2021,Utah Jazz,100,Phoenix Suns,121
Fri Apr 30 2021,Sacramento Kings,110,Los Angeles Lakers,106
Sat May 1 2021,Detroit Pistons,94,Charlotte Hornets,107
Sat May 1 2021,Golden State Warriors,113,Houston Rockets,87
Sat May 1 2021,Chicago Bulls,97,Atlanta Hawks,108
Sat May 1 2021,Miami Heat,124,Cleveland Cavaliers,107
Sat May 1 2021,New Orleans Pelicans,140,Minnesota Timberwolves,136
Sat May 1 2021,Indiana Pacers,152,Oklahoma City Thunder,95
Sat May 1 2021,Memphis Grizzlies,111,Orlando Magic,112
Sat May 1 2021,Washington Wizards,124,Dallas Mavericks,125
Sat May 1 2021,Denver Nuggets,110,Los Angeles Clippers,104
Sat May 1 2021,Toronto Raptors,102,Utah Jazz,106
Sun May 2 2021,Brooklyn Nets,114,Milwaukee Bucks,117
Sun May 2 2021,Portland Trail Blazers,129,Boston Celtics,119
Sun May 2 2021,Miami Heat,121,Charlotte Hornets,111
Sun May 2 2021,Sacramento Kings,111,Dallas Mavericks,99
Sun May 2 2021,New York Knicks,122,Houston Rockets,97
Sun May 2 2021,Phoenix Suns,123,Oklahoma City Thunder,120
Sun May 2 2021,Philadelphia 76ers,113,San Antonio Spurs,111
Sun May 2 2021,Toronto Raptors,121,Los Angeles Lakers,114
Mon May 3 2021,Orlando Magic,119,Detroit Pistons,112
Mon May 3 2021,Indiana Pacers,141,Washington Wizards,154
Mon May 3 2021,Golden State Warriors,123,New Orleans Pelicans,108
Mon May 3 2021,Portland Trail Blazers,114,Atlanta Hawks,123
Mon May 3 2021,Philadelphia 76ers,106,Chicago Bulls,94
Mon May 3 2021,New York Knicks,118,Memphis Grizzlies,104
Mon May 3 2021,Denver Nuggets,89,Los Angeles Lakers,93
Mon May 3 2021,San Antonio Spurs,99,Utah Jazz,110
Tue May 4 2021,Phoenix Suns,134,Cleveland Cavaliers,118
Tue May 4 2021,Charlotte Hornets,102,Detroit Pistons,99
Tue May 4 2021,Brooklyn Nets,118,Milwaukee Bucks,124
Tue May 4 2021,Dallas Mavericks,127,Miami Heat,113
Tue May 4 2021,Golden State Warriors,103,New Orleans Pelicans,108
Tue May 4 2021,Sacramento Kings,103,Oklahoma City Thunder,99
Tue May 4 2021,Toronto Raptors,100,Los Angeles Clippers,105
Wed May 5 2021,Boston Celtics,132,Orlando Magic,96
Wed May 5 2021,Portland Trail Blazers,141,Cleveland Cavaliers,105
Wed May 5 2021,Phoenix Suns,103,Atlanta Hawks,135
Wed May 5 2021,Philadelphia 76ers,135,Houston Rockets,115
Wed May 5 2021,Sacramento Kings,104,Indiana Pacers,93
Wed May 5 2021,Washington Wizards,134,Milwaukee Bucks,135
Wed May 5 2021,Memphis Grizzlies,139,Minnesota Timberwolves,135
Wed May 5 2021,New York Knicks,97,Denver Nuggets,113
Wed May 5 2021,San Antonio Spurs,94,Utah Jazz,126
Thu May 6 2021,Chicago Bulls,120,Charlotte Hornets,99
Thu May 6 2021,Brooklyn Nets,109,Dallas Mavericks,113
Thu May 6 2021,Washington Wizards,131,Toronto Raptors,129
Thu May 6 2021,Memphis Grizzlies,97,Detroit Pistons,111
Thu May 6 2021,Atlanta Hawks,126,Indiana Pacers,133
Thu May 6 2021,Oklahoma City Thunder,97,Golden State Warriors,118
Thu May 6 2021,Los Angeles Lakers,94,Los Angeles Clippers,118
Fri May 7 2021,New Orleans Pelicans,107,Philadelphia 76ers,109
Fri May 7 2021,Boston Celtics,99,Chicago Bulls,121
Fri May 7 2021,Orlando Magic,112,Charlotte Hornets,122
Fri May 7 2021,Minnesota Timberwolves,112,Miami Heat,121
Fri May 7 2021,Houston Rockets,133,Milwaukee Bucks,141
Fri May 7 2021,Cleveland Cavaliers,90,Dallas Mavericks,110
Fri May 7 2021,Denver Nuggets,120,Utah Jazz,127
Fri May 7 2021,New York Knicks,105,Phoenix Suns,128
Fri May 7 2021,Los Angeles Lakers,101,Portland Trail Blazers,106
Fri May 7 2021,San Antonio Spurs,113,Sacramento Kings,104
Sat May 8 2021,Washington Wizards,133,Indiana Pacers,132
Sat May 8 2021,Detroit Pistons,104,Philadelphia 76ers,118
Sat May 8 2021,Memphis Grizzlies,109,Toronto Raptors,99
Sat May 8 2021,Brooklyn Nets,125,Denver Nuggets,119
Sat May 8 2021,Oklahoma City Thunder,97,Golden State Warriors,136
Sat May 8 2021,San Antonio Spurs,102,Portland Trail Blazers,124
Sat May 8 2021,Houston Rockets,116,Utah Jazz,124
Sun May 9 2021,Miami Heat,130,Boston Celtics,124
Sun May 9 2021,New York Knicks,106,Los Angeles Clippers,100
Sun May 9 2021,New Orleans Pelicans,112,Charlotte Hornets,110
Sun May 9 2021,Dallas Mavericks,124,Cleveland Cavaliers,97
Sun May 9 2021,Minnesota Timberwolves,128,Orlando Magic,96
Sun May 9 2021,Chicago Bulls,108,Detroit Pistons,96
Sun May 9 2021,Phoenix Suns,110,Los Angeles Lakers,123
Sun May 9 2021,Oklahoma City Thunder,98,Sacramento Kings,126
Mon May 10 2021,Washington Wizards,124,Atlanta Hawks,125
Mon May 10 2021,Indiana Pacers,111,Cleveland Cavaliers,102
Mon May 10 2021,New Orleans Pelicans,110,Memphis Grizzlies,115
Mon May 10 2021,Milwaukee Bucks,125,San Antonio Spurs,146
Mon May 10 2021,Utah Jazz,116,Golden State Warriors,119
Mon May 10 2021,Houston Rockets,129,Portland Trail Blazers,140
Tue May 11 2021,Denver Nuggets,117,Charlotte Hornets,112
Tue May 11 2021,Minnesota Timberwolves,119,Detroit Pistons,100
Tue May 11 2021,Miami Heat,129,Boston Celtics,121
Tue May 11 2021,Los Angeles Clippers,115,Toronto Raptors,96
Tue May 11 2021,Brooklyn Nets,115,Chicago Bulls,107
Tue May 11 2021,Philadelphia 76ers,94,Indiana Pacers,103
Tue May 11 2021,Dallas Mavericks,104,Memphis Grizzlies,133
Tue May 11 2021,Orlando Magic,102,Milwaukee Bucks,114
Tue May 11 2021,Phoenix Suns,116,Golden State Warriors,122
Tue May 11 2021,New York Knicks,99,Los Angeles Lakers,101
Tue May 11 2021,Oklahoma City Thunder,106,Sacramento Kings,122
Wed May 12 2021,Washington Wizards,116,Atlanta Hawks,120
Wed May 12 2021,San Antonio Spurs,116,Brooklyn Nets,128
Wed May 12 2021,Boston Celtics,94,Cleveland Cavaliers,102
Wed May 12 2021,New Orleans Pelicans,107,Dallas Mavericks,125
Wed May 12 2021,Portland Trail Blazers,105,Utah Jazz,98
Wed May 12 2021,Houston Rockets,122,Los Angeles Lakers,124
Thu May 13 2021,Los Angeles Clippers,113,Charlotte Hornets,90
Thu May 13 2021,Milwaukee Bucks,142,Indiana Pacers,133
Thu May 13 2021,Orlando Magic,93,Atlanta Hawks,116
Thu May 13 2021,Philadelphia 76ers,94,Miami Heat,106
Thu May 13 2021,San Antonio Spurs,98,New York Knicks,102
Thu May 13 2021,Toronto Raptors,102,Chicago Bulls,114
Thu May 13 2021,Sacramento Kings,110,Memphis Grizzlies,116
Thu May 13 2021,Denver Nuggets,114,Minnesota Timberwolves,103
Thu May 13 2021,Portland Trail Blazers,117,Phoenix Suns,118
Fri May 14 2021,Cleveland Cavaliers,105,Washington Wizards,120
Fri May 14 2021,Denver Nuggets,104,Detroit Pistons,91
Fri May 14 2021,Utah Jazz,109,Oklahoma City Thunder,93
Fri May 14 2021,Orlando Magic,97,Philadelphia 76ers,122
Fri May 14 2021,Toronto Raptors,110,Dallas Mavericks,114
Fri May 14 2021,Los Angeles Clippers,115,Houston Rockets,122
Fri May 14 2021,Sacramento Kings,106,Memphis Grizzlies,107
Fri May 14 2021,New Orleans Pelicans,122,Golden State Warriors,125
Sat May 15 2021,Chicago Bulls,91,Brooklyn Nets,105
Sat May 15 2021,Los Angeles Lakers,122,Indiana Pacers,115
Sat May 15 2021,Charlotte Hornets,109,New York Knicks,118
Sat May 15 2021,Boston Celtics,124,Minnesota Timberwolves,108
Sat May 15 2021,Phoenix Suns,140,San Antonio Spurs,103
Sat May 15 2021,Miami Heat,108,Milwaukee Bucks,122
Sun May 16 2021,Boston Celtics,92,New York Knicks,96
Sun May 16 2021,Indiana Pacers,125,Toronto Raptors,113
Sun May 16 2021,Charlotte Hornets,110,Washington Wizards,115
Sun May 16 2021,Phoenix Suns,123,San Antonio Spurs,121
Sun May 16 2021,Memphis Grizzlies,101,Golden State Warriors,113
Sun May 16 2021,Houston Rockets,95,Atlanta Hawks,124
Sun May 16 2021,Cleveland Cavaliers,109,Brooklyn Nets,123
Sun May 16 2021,Orlando Magic,117,Philadelphia 76ers,128
Sun May 16 2021,Miami Heat,120,Detroit Pistons,107
Sun May 16 2021,Milwaukee Bucks,112,Chicago Bulls,118
Sun May 16 2021,Dallas Mavericks,121,Minnesota Timberwolves,136
Sun May 16 2021,Los Angeles Lakers,110,New Orleans Pelicans,98
Sun May 16 2021,Los Angeles Clippers,112,Oklahoma City Thunder,117
Sun May 16 2021,Denver Nuggets,116,Portland Trail Blazers,132
Sun May 16 2021,Utah Jazz,121,Sacramento Kings,99
Tue May 18 2021,Charlotte Hornets,117,Indiana Pacers,144
Tue May 18 2021,Washington Wizards,100,Boston Celtics,118
Wed May 19 2021,San Antonio Spurs,96,Memphis Grizzlies,100
Wed May 19 2021,Golden State Warriors,100,Los Angeles Lakers,103
Thu May 20 2021,Indiana Pacers,115,Washington Wizards,142
Fri May 21 2021,Memphis Grizzlies,117,Golden State Warriors,112
Sat May 22 2021,Miami Heat,107,Milwaukee Bucks,109
Sat May 22 2021,Dallas Mavericks,113,Los Angeles Clippers,103
Sat May 22 2021,Boston Celtics,93,Brooklyn Nets,104
Sat May 22 2021,Portland Trail Blazers,123,Denver Nuggets,109
Sun May 23 2021,Washington Wizards,118,Philadelphia 76ers,125
Sun May 23 2021,Los Angeles Lakers,90,Phoenix Suns,99
Sun May 23 2021,Atlanta Hawks,107,New York Knicks,105
Sun May 23 2021,Memphis Grizzlies,112,Utah Jazz,109
Mon May 24 2021,Miami Heat,98,Milwaukee Bucks,132
Mon May 24 2021,Portland Trail Blazers,109,Denver Nuggets,128
Tue May 25 2021,Boston Celtics,108,Brooklyn Nets,130
Tue May 25 2021,Los Angeles Lakers,109,Phoenix Suns,102
Tue May 25 2021,Dallas Mavericks,127,Los Angeles Clippers,121
Wed May 26 2021,Washington Wizards,95,Philadelphia 76ers,120
Wed May 26 2021,Atlanta Hawks,92,New York Knicks,101
Wed May 26 2021,Memphis Grizzlies,129,Utah Jazz,141
Thu May 27 2021,Milwaukee Bucks,113,Miami Heat,84
Thu May 27 2021,Phoenix Suns,95,Los Angeles Lakers,109
Thu May 27 2021,Denver Nuggets,120,Portland Trail Blazers,115
Fri May 28 2021,New York Knicks,94,Atlanta Hawks,105
Fri May 28 2021,Brooklyn Nets,119,Boston Celtics,125
Fri May 28 2021,Los Angeles Clippers,118,Dallas Mavericks,108
Sat May 29 2021,Milwaukee Bucks,120,Miami Heat,103
Sat May 29 2021,Denver Nuggets,95,Portland Trail Blazers,115
Sat May 29 2021,Philadelphia 76ers,132,Washington Wizards,103
Sat May 29 2021,Utah Jazz,121,Memphis Grizzlies,111
Sun May 30 2021,New York Knicks,96,Atlanta Hawks,113
Sun May 30 2021,Phoenix Suns,100,Los Angeles Lakers,92
Sun May 30 2021,Brooklyn Nets,141,Boston Celtics,126
Sun May 30 2021,Los Angeles Clippers,106,Dallas Mavericks,81
Mon May 31 2021,Philadelphia 76ers,114,Washington Wizards,122
Mon May 31 2021,Utah Jazz,120,Memphis Grizzlies,113
Tue Jun 1 2021,Boston Celtics,109,Brooklyn Nets,123
Tue Jun 1 2021,Portland Trail Blazers,140,Denver Nuggets,147
Tue Jun 1 2021,Los Angeles Lakers,85,Phoenix Suns,115
Wed Jun 2 2021,Washington Wizards,112,Philadelphia 76ers,129
Wed Jun 2 2021,Atlanta Hawks,103,New York Knicks,89
Wed Jun 2 2021,Memphis Grizzlies,110,Utah Jazz,126
Wed Jun 2 2021,Dallas Mavericks,105,Los Angeles Clippers,100
Thu Jun 3 2021,Denver Nuggets,126,Portland Trail Blazers,115
Thu Jun 3 2021,Phoenix Suns,113,Los Angeles Lakers,100
Fri Jun 4 2021,Los Angeles Clippers,104,Dallas Mavericks,97
Sat Jun 5 2021,Milwaukee Bucks,107,Brooklyn Nets,115
Sun Jun 6 2021,Atlanta Hawks,128,Philadelphia 76ers,124
Sun Jun 6 2021,Dallas Mavericks,111,Los Angeles Clippers,126
Mon Jun 7 2021,Milwaukee Bucks,86,Brooklyn Nets,125
Mon Jun 7 2021,Denver Nuggets,105,Phoenix Suns,122
Tue Jun 8 2021,Atlanta Hawks,102,Philadelphia 76ers,118
Tue Jun 8 2021,Los Angeles Clippers,109,Utah Jazz,112
Wed Jun 9 2021,Denver Nuggets,98,Phoenix Suns,123
Thu Jun 10 2021,Brooklyn Nets,83,Milwaukee Bucks,86
Thu Jun 10 2021,Los Angeles Clippers,111,Utah Jazz,117
Fri Jun 11 2021,Philadelphia 76ers,127,Atlanta Hawks,111
Fri Jun 11 2021,Phoenix Suns,116,Denver Nuggets,102
Sat Jun 12 2021,Utah Jazz,106,Los Angeles Clippers,132
Sun Jun 13 2021,Brooklyn Nets,96,Milwaukee Bucks,107
Sun Jun 13 2021,Phoenix Suns,125,Denver Nuggets,118
Mon Jun 14 2021,Philadelphia 76ers,100,Atlanta Hawks,103
Mon Jun 14 2021,Utah Jazz,104,Los Angeles Clippers,118
Tue Jun 15 2021,Milwaukee Bucks,108,Brooklyn Nets,114
Wed Jun 16 2021,Atlanta Hawks,109,Philadelphia 76ers,106
Wed Jun 16 2021,Los Angeles Clippers,119,Utah Jazz,111
Thu Jun 17 2021,Brooklyn Nets,89,Milwaukee Bucks,104
Fri Jun 18 2021,Philadelphia 76ers,104,Atlanta Hawks,99
Fri Jun 18 2021,Utah Jazz,119,Los Angeles Clippers,131
Sat Jun 19 2021,Milwaukee Bucks,115,Brooklyn Nets,111
Sun Jun 20 2021,Los Angeles Clippers,114,Phoenix Suns,120
Sun Jun 20 2021,Atlanta Hawks,103,Philadelphia 76ers,96
Tue Jun 22 2021,Los Angeles Clippers,103,Phoenix Suns,104
Wed Jun 23 2021,Atlanta Hawks,116,Milwaukee Bucks,113
Thu Jun 24 2021,Phoenix Suns,92,Los Angeles Clippers,106
Fri Jun 25 2021,Atlanta Hawks,91,Milwaukee Bucks,125
Sat Jun 26 2021,Phoenix Suns,84,Los Angeles Clippers,80
Sun Jun 27 2021,Milwaukee Bucks,113,Atlanta Hawks,102
Mon Jun 28 2021,Los Angeles Clippers,116,Phoenix Suns,102
Tue Jun 29 2021,Milwaukee Bucks,88,Atlanta Hawks,110
Wed Jun 30 2021,Phoenix Suns,130,Los Angeles Clippers,103
Thu Jul 1 2021,Atlanta Hawks,112,Milwaukee Bucks,123
Sat Jul 3 2021,Milwaukee Bucks,118,Atlanta Hawks,107
Tue Jul 6 2021,Milwaukee Bucks,105,Phoenix Suns,118
Thu Jul 8 2021,Milwaukee Bucks,108,Phoenix Suns,118
Sun Jul 11 2021,Phoenix Suns,100,Milwaukee Bucks,120
Wed Jul 14 2021,Phoenix Suns,103,Milwaukee Bucks,109
Sat Jul 17 2021,Milwaukee Bucks,123,Phoenix Suns,119
Tue Jul 20 2021,Phoenix Suns,98,Milwaukee Bucks,105
Tue Oct 19 2021,Brooklyn Nets,104,Milwaukee Bucks,127
Tue Oct 19 2021,Golden State Warriors,121,Los Angeles Lakers,114
Wed Oct 20 2021,Indiana Pacers,122,Charlotte Hornets,123
Wed Oct 20 2021,Chicago Bulls,94,Detroit Pistons,88
Wed Oct 20 2021,Boston Celtics,134,New York Knicks,138
Wed Oct 20 2021,Washington Wizards,98,Toronto Raptors,83
Wed Oct 20 2021,Cleveland Cavaliers,121,Memphis Grizzlies,132
Wed Oct 20 2021,Houston Rockets,106,Minnesota Timberwolves,124
Wed Oct 20 2021,Philadelphia 76ers,117,New Orleans Pelicans,97
Wed Oct 20 2021,Orlando Magic,97,San Antonio Spurs,123
Wed Oct 20 2021,Oklahoma City Thunder,86,Utah Jazz,107
Wed Oct 20 2021,Sacramento Kings,124,Portland Trail Blazers,121
Wed Oct 20 2021,Denver Nuggets,110,Phoenix Suns,98
Thu Oct 21 2021,Dallas Mavericks,87,Atlanta Hawks,113
Thu Oct 21 2021,Milwaukee Bucks,95,Miami Heat,137
Thu Oct 21 2021,Los Angeles Clippers,113,Golden State Warriors,115
Fri Oct 22 2021,New York Knicks,121,Orlando Magic,96
Fri Oct 22 2021,Indiana Pacers,134,Washington Wizards,135
Fri Oct 22 2021,Charlotte Hornets,123,Cleveland Cavaliers,112
Fri Oct 22 2021,Toronto Raptors,115,Boston Celtics,83
Fri Oct 22 2021,Brooklyn Nets,114,Philadelphia 76ers,109
Fri Oct 22 2021,Oklahoma City Thunder,91,Houston Rockets,124
Fri Oct 22 2021,New Orleans Pelicans,112,Chicago Bulls,128
Fri Oct 22 2021,San Antonio Spurs,96,Denver Nuggets,102
Fri Oct 22 2021,Phoenix Suns,115,Los Angeles Lakers,105
Fri Oct 22 2021,Utah Jazz,110,Sacramento Kings,101
Sat Oct 23 2021,Atlanta Hawks,95,Cleveland Cavaliers,101
Sat Oct 23 2021,Miami Heat,91,Indiana Pacers,102
Sat Oct 23 2021,Dallas Mavericks,103,Toronto Raptors,95
Sat Oct 23 2021,Detroit Pistons,82,Chicago Bulls,97
Sat Oct 23 2021,New Orleans Pelicans,89,Minnesota Timberwolves,96
